"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ontario","2016A000235","Total, road motor vehicle registrations","Number","223","units ","0","v1456788","7.2","8538070","","","","0"
"2016","Ontario","2016A000235","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456789","7.3","8037343","","","","0"
"2016","Ontario","2016A000235","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456790","7.4","125157","","","","0"
"2016","Ontario","2016A000235","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456791","7.5","125594","","","","0"
"2016","Ontario","2016A000235","Buses","Number","223","units ","0","v1456792","7.6","30043","","","","0"
"2016","Ontario","2016A000235","Motorcycles and mopeds","Number","223","units ","0","v1456793","7.7","219933","","","","0"
"2016","Ontario","2016A000235","Trailers","Number","223","units ","0","v1456794","7.8","2680796","","","","0"
"2016","Ontario","2016A000235","Off-road, construction, farm vehicles","Number","223","units ","0","v1456795","7.9","729430","","","","0"
"2016","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","1137179","","","","0"
"2016","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","857033","","","","0"
"2016","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","783273","","","","0"
"2016","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","19245","","","","0"
"2016","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","30018","","","","0"
"2016","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","4212","","","","0"
"2016","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","20285","","","","0"
"2016","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","199564","","","","0"
"2016","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","80582","","","","0"
"2016","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","1147179","","","","0"
"2016","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","910616","","","","0"
"2016","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","805898","","","","0"
"2016","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","49630","","","","0"
"2016","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","41871","","","","0"
"2016","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","4052","","","","0"
"2016","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","9165","","","","0"
"2016","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","230457","","","","0"
"2016","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","6106","","","","0"
"2016","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","5110089","","","","0"
"2016","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","3500176","","","","0"
"2016","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","3063493","","","","0"
"2016","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","184774","","","","0"
"2016","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","106938","","","","0"
"2016","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","15794","","","","0"
"2016","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","129177","","","","0"
"2016","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1419854","","","","0"
"2016","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","190059","","","","0"
"2016","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3615373","","","","0"
"2016","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","3130526","","","","0"
"2016","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2901758","","","","0"
"2016","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","113244","","","","0"
"2016","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","42356","","","","0"
"2016","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9838","","","","0"
"2016","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","63330","","","","0"
"2016","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","430948","","","","0"
"2016","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","53899","","","","0"
"2016","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","56101","","","","0"
"2016","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","39111","","","","0"
"2016","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","32711","","","","0"
"2016","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","3283","","","","0"
"2016","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1590","","","","0"
"2016","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","389","","","","0"
"2016","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","1138","","","","0"
"2016","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","15191","","","","0"
"2016","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1799","","","","0"
"2016","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","34265","","","","0"
"2016","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","26951","","","","0"
"2016","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","23237","","","","0"
"2016","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1820","","","","0"
"2016","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","950","","","","0"
"2016","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","98","","","","0"
"2016","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","846","","","","0"
"2016","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","5615","","","","0"
"2016","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1699","","","","0"
"2016","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","7093","","","","0"
"2016","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","5679","","","","0"
"2016","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","4927","","","","0"
"2016","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","290","","","","0"
"2016","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","345","","","","0"
"2016","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","43","","","","0"
"2016","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","74","","","","0"
"2016","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","224","","","","0"
"2016","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1190","","","","0"
"2017","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","34320737","","","","0"
"2017","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","24566696","","","","0"
"2017","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","22678328","","","","0"
"2017","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","605353","","","","0"
"2017","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","471541","","","","0"
"2017","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","90925","","","","0"
"2017","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","720549","","","","0"
"2017","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","7514793","","","","0"
"2017","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","2239248","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","698669","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","391934","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","362839","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","7105","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","5437","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1425","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","15128","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","63411","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","243324","","","","0"
"2017","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","92001","","","","0"
"2017","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","78979","","","","0"
"2017","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","71683","","","","0"
"2017","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1638","","","","0"
"2017","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","2459","","","","0"
"2017","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","227","","","","0"
"2017","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","2972","","","","0"
